1.598210	-2.253048	-2.285755	-0.022844	-0.003685	0.010875	0.007852	-0.092184	0.000062	-0.000266	-0.014393	0.000647	1.312810	1.257898	1.208407	1.261736	
1.595918	-2.253329	-2.284927	-0.068814	-0.007549	0.022199	0.007821	-0.093351	0.000090	-0.000924	-0.032293	0.000685	1.299370	1.260611	1.229891	1.267073	
1.591323	-2.253802	-2.283499	-0.115030	-0.011342	0.034873	0.007746	-0.095264	0.000114	-0.002032	-0.044205	0.000724	1.288211	1.263728	1.249236	1.272146	
1.584405	-2.254462	-2.281404	-0.161798	-0.015038	0.048872	0.007606	-0.097641	0.000135	-0.003475	-0.050887	0.000763	1.279218	1.267204	1.266523	1.276966	
1.575130	-2.255304	-2.278576	-0.209288	-0.018603	0.064179	0.007389	-0.100240	0.000154	-0.005149	-0.053064	0.000801	1.272277	1.270992	1.281836	1.281550	
1.563462	-2.256319	-2.274951	-0.257557	-0.021996	0.080780	0.007085	-0.102853	0.000170	-0.006959	-0.051425	0.000840	1.267270	1.275048	1.295271	1.285919	
1.549361	-2.257500	-2.270463	-0.306565	-0.025172	0.098666	0.006689	-0.105304	0.000184	-0.008823	-0.046624	0.000878	1.264075	1.279332	1.306926	1.290092	
1.532793	-2.258832	-2.265049	-0.356189	-0.028088	0.117833	0.006200	-0.107452	0.000196	-0.010668	-0.039278	0.000917	1.262573	1.283806	1.316907	1.294090	
1.513733	-2.260303	-2.258644	-0.406244	-0.030699	0.138284	0.005621	-0.109183	0.000206	-0.012431	-0.029962	0.000956	1.262636	1.288436	1.325325	1.297936	
1.492164	-2.261896	-2.251185	-0.456495	-0.032962	0.160021	0.004957	-0.110412	0.000215	-0.014060	-0.019214	0.000995	1.264141	1.293187	1.332291	1.301646	
1.468083	-2.263593	-2.242607	-0.506670	-0.034838	0.183053	0.004216	-0.111081	0.000224	-0.015510	-0.007530	0.001034	1.266952	1.298030	1.337925	1.305238	
1.441502	-2.265373	-2.232844	-0.556473	-0.036295	0.207387	0.003407	-0.111154	0.000231	-0.016746	0.004639	0.001074	1.270937	1.302928	1.342339	1.308733	
1.412446	-2.267215	-2.221832	-0.605601	-0.037302	0.233031	0.002543	-0.110616	0.000239	-0.017741	0.016880	0.001113	1.275958	1.307851	1.345651	1.312133	
1.380957	-2.269096	-2.209505	-0.653744	-0.037840	0.259985	0.001635	-0.109473	0.000247	-0.018475	0.028829	0.001153	1.281871	1.312766	1.347976	1.315447	
1.347091	-2.270991	-2.195798	-0.700605	-0.037891	0.288245	0.000697	-0.107749	0.000256	-0.018935	0.040163	0.001194	1.288526	1.317635	1.349423	1.318671	
1.310921	-2.272877	-2.180646	-0.745901	-0.037449	0.317795	-0.000256	-0.105480	0.000266	-0.019113	0.050604	0.001234	1.295814	1.322351	1.350186	1.321830	
1.272530	-2.274728	-2.163984	-0.789375	-0.036514	0.348616	-0.001212	-0.102716	0.000278	-0.019023	0.059926	0.001278	1.303439	1.327074	1.350099	1.324806	
1.232016	-2.276520	-2.145752	-0.830795	-0.035090	0.380643	-0.002157	-0.099520	0.000292	-0.018634	0.067926	0.001319	1.311369	1.331552	1.349520	1.327670	
1.189487	-2.278229	-2.125889	-0.869967	-0.033195	0.413820	-0.003075	-0.095960	0.000310	-0.017969	0.074467	0.001360	1.319396	1.335779	1.348432	1.330344	
1.145059	-2.279832	-2.104340	-0.906734	-0.030848	0.448057	-0.003953	-0.092113	0.000331	-0.017037	0.079445	0.001402	1.327284	1.339739	1.346936	1.332803	
1.098854	-2.281307	-2.081057	-0.940981	-0.028080	0.483241	-0.004779	-0.088056	0.000356	-0.015848	0.082815	0.001443	1.334909	1.343321	1.345060	1.334965	
1.051003	-2.282633	-2.055993	-0.972635	-0.024927	0.519228	-0.005538	-0.083872	0.000386	-0.014415	0.084555	0.001484	1.342061	1.346474	1.342876	1.336776	
1.001634	-2.283794	-2.029115	-1.001664	-0.021431	0.555848	-0.006221	-0.079641	0.000421	-0.012753	0.084695	0.001526	1.348568	1.349131	1.340433	1.338179	
0.950879	-2.284772	-2.000395	-1.028082	-0.017642	0.592904	-0.006815	-0.075441	0.000461	-0.010875	0.083300	0.001567	1.354264	1.351234	1.337784	1.339116	
0.898868	-2.285554	-1.969816	-1.051941	-0.013614	0.630175	-0.007310	-0.071346	0.000508	-0.008797	0.080474	0.001609	1.359013	1.352742	1.334976	1.339548	
0.845726	-2.286130	-1.937374	-1.073333	-0.009408	0.667427	-0.007697	-0.067425	0.000562	-0.006535	0.076353	0.001651	1.362713	1.353633	1.332080	1.339456	
0.791574	-2.286493	-1.903076	-1.092386	-0.005087	0.704419	-0.007967	-0.063739	0.000622	-0.004104	0.071101	0.001693	1.365305	1.353912	1.329169	1.338853	
0.736524	-2.286638	-1.866941	-1.109258	-0.000721	0.740916	-0.008111	-0.060338	0.000690	-0.001522	0.064906	0.001735	1.366771	1.353611	1.326326	1.337770	
0.680681	-2.286565	-1.828999	-1.124135	0.003620	0.776701	-0.008123	-0.057266	0.000765	0.001193	0.057971	0.001777	1.367137	1.352782	1.323639	1.336273	
0.624141	-2.286278	-1.789290	-1.137220	0.007861	0.811582	-0.007996	-0.054554	0.000847	0.004024	0.050514	0.001819	1.366464	1.351494	1.321191	1.334435	
0.566986	-2.285782	-1.747863	-1.148732	0.011928	0.845399	-0.007725	-0.052221	0.000937	0.006948	0.042752	0.001861	1.364831	1.349813	1.319055	1.332339	
0.509290	-2.285089	-1.704776	-1.158897	0.015745	0.878025	-0.007306	-0.050280	0.001035	0.009944	0.034903	0.001904	1.362337	1.347812	1.317282	1.330063	
0.451115	-2.284213	-1.660090	-1.167940	0.019235	0.909367	-0.006736	-0.048727	0.001140	0.012988	0.027179	0.001947	1.359074	1.345540	1.315899	1.327681	
0.392512	-2.283172	-1.613870	-1.176080	0.022322	0.939358	-0.006013	-0.047552	0.001252	0.016049	0.019776	0.001990	1.355139	1.343038	1.314907	1.325250	
0.333519	-2.281989	-1.566185	-1.183526	0.024932	0.967953	-0.005138	-0.046735	0.001371	0.019099	0.012879	0.002033	1.350618	1.340331	1.314286	1.322811	
0.274168	-2.280688	-1.517107	-1.190470	0.026994	0.995121	-0.004111	-0.046246	0.001496	0.022103	0.006650	0.002076	1.345593	1.337431	1.314003	1.320397	
0.214478	-2.279300	-1.466706	-1.197082	0.028437	1.020842	-0.002935	-0.046048	0.001628	0.025024	0.001233	0.002120	1.340149	1.334349	1.314003	1.318032	
0.154463	-2.277856	-1.415056	-1.203508	0.029197	1.045103	-0.001617	-0.046097	0.001766	0.027821	-0.003249	0.002163	1.334349	1.331078	1.314239	1.315737	
0.094129	-2.276392	-1.362229	-1.209868	0.029212	1.067898	-0.000163	-0.046344	0.001909	0.030451	-0.006697	0.002207	1.328274	1.327622	1.314634	1.313518	
0.033476	-2.274948	-1.308300	-1.216249	0.028428	1.089219	0.001418	-0.046736	0.002057	0.032869	-0.009036	0.002250	1.321995	1.323978	1.315141	1.311391	
-0.027497	-2.273564	-1.253342	-1.222712	0.026797	1.109067	0.003113	-0.047215	0.002210	0.035027	-0.010211	0.002293	1.315582	1.320142	1.315685	1.309366	
-0.088796	-2.272283	-1.197428	-1.229283	0.024280	1.127440	0.004908	-0.047723	0.002367	0.036875	-0.010193	0.002337	1.309115	1.316127	1.316199	1.307448	
-0.150427	-2.271151	-1.140632	-1.235958	0.020845	1.144345	0.006786	-0.048201	0.002528	0.038363	-0.008978	0.002379	1.302665	1.311921	1.316629	1.305637	
