13.000000	23.000000	0.261799	-1.330212	2.992617	
12.808633	22.892659	0.760569	-0.496643	3.266702	
12.766738	22.822451	1.305019	0.524490	3.206417	
12.766615	22.908832	1.839422	1.488275	2.784624	
12.648612	23.124488	2.303526	2.181570	2.191091	
12.361967	23.344884	2.668708	2.590102	1.637582	
11.955745	23.486946	2.941638	2.812083	1.217487	
11.490135	23.532956	3.144553	2.936132	0.931064	
11.002856	23.493621	3.299730	3.011259	0.746323	
10.513428	23.384005	3.424117	3.058595	0.629429	
10.032216	23.216498	3.529022	3.085228	0.552962	
9.565742	23.000578	3.621182	3.092702	0.496547	
9.118801	22.744101	3.703940	3.081574	0.445869	
8.694865	22.454381	3.778252	3.053547	0.391504	
8.295804	22.138687	3.843502	3.011974	0.327600	
7.921512	21.804259	3.898102	2.961298	0.250329	
7.569755	21.458104	3.939824	2.906008	0.156247	
7.236255	21.106899	3.965865	2.849571	0.040778	
6.914923	20.757183	3.972661	2.793445	-0.102961	
6.598150	20.415995	3.955501	2.736047	-0.284782	
6.277279	20.092042	3.908038	2.671265	-0.517145	
5.943655	19.797448	3.821847	2.585568	-0.813315	
5.591328	19.549899	3.686294	2.449498	-1.183057	
5.223630	19.374040	3.489118	2.175104	-1.624511	
4.870321	19.297940	3.218366	1.482625	-2.082449	
4.625604	19.321694	2.871291	0.177115	-2.343438	
4.599394	19.334863	2.480718	-1.174830	-2.193591	
4.728827	19.189391	2.115120	-2.032414	-1.748190	
4.859848	18.878318	1.823755	-2.428443	-1.277090	
4.918833	18.478671	1.610906	-2.584941	-0.915957	
4.903248	18.048548	1.458247	-2.646140	-0.671007	
4.829339	17.613994	1.346412	-2.673341	-0.509515	
4.711887	17.184336	1.261493	-2.689530	-0.402008	
4.561243	16.762241	1.194492	-2.703201	-0.328876	
4.384281	16.347978	1.139679	-2.717441	-0.278011	
4.185554	15.941044	1.093344	-2.733158	-0.242009	
3.968130	15.540790	1.053009	-2.750202	-0.216231	
3.734131	15.146681	1.016971	-2.767752	-0.197585	
3.485101	14.758409	0.984040	-2.784482	-0.183805	
3.222278	14.375946	0.953406	-2.798724	-0.173075	
2.946796	13.999550	0.924560	-2.808717	-0.163912	
2.659831	13.629721	0.897241	-2.812953	-0.155225	
2.362685	13.267107	0.871370	-2.810526	-0.146426	
2.056782	12.912380	0.846966	-2.801382	-0.137479	
1.743595	12.566119	0.824053	-2.786337	-0.128784	
1.424524	12.228713	0.802589	-2.766886	-0.120872	
1.100778	11.900325	0.782444	-2.744868	-0.114052	
0.773292	11.580899	0.763435	-2.722125	-0.108146	
0.442710	11.270187	0.745411	-2.700243	-0.102456	
0.109425	10.967775	0.728335	-2.680422	-0.095965	
-0.226331	10.673093	0.712341	-2.663468	-0.087673	
-0.564406	10.385414	0.697728	-2.649857	-0.076889	
-0.904647	10.103844	0.684914	-2.639828	-0.063363	
-1.246857	9.827320	0.674353	-2.633454	-0.047218	
-1.590768	9.554621	0.666483	-2.630687	-0.028808	
-1.936038	9.284389	0.661682	-2.631398	-0.008609	
-2.282242	9.015163	0.660247	-2.635386	0.012815	
-2.628877	8.745407	0.662383	-2.642363	0.034775	
-2.975353	8.473561	0.668179	-2.651905	0.056424	
-3.320997	8.198099	0.677583	-2.663406	0.076752	
-3.665046	7.917608	0.690375	-2.676053	0.094643	
-4.006668	7.630878	0.706149	-2.688844	0.109002	
-4.344983	7.336994	0.724316	-2.700658	0.118902	
-4.679117	7.035420	0.744133	-2.710379	0.123733	
-5.008265	6.726044	0.764755	-2.717043	0.123295	
-5.331769	6.409180	0.785304	-2.719983	0.117835	
-5.649184	6.085530	0.804943	-2.718933	0.108030	
-5.960333	5.756089	0.822948	-2.714054	0.094902	
-6.265318	5.422034	0.838765	-2.705873	0.079694	
-6.564508	5.084595	0.852048	-2.695167	0.063721	
-6.858476	4.744954	0.862668	-2.682816	0.048213	
-7.147932	4.404153	0.870703	-2.669684	0.034191	
-7.433635	4.063051	0.876402	-2.656535	0.022386	
-7.716328	3.722291	0.880133	-2.644010	0.013228	
-7.996681	3.382304	0.882337	-2.633303	0.006840	
-8.275331	3.043228	0.883477	-2.624045	0.003179	
-8.552720	2.705112	0.884007	-2.616624	0.002162	
-8.829174	2.367829	0.884368	-2.611393	0.003683	
-9.104912	2.031086	0.884981	-2.608696	0.007675	
-9.380046	1.694430	0.886260	-2.608902	0.014152	
-9.654589	1.357248	0.888619	-2.612425	0.023227	
-9.928450	1.018756	0.892490	-2.619406	0.035036	
-10.201391	0.678031	0.898330	-2.630630	0.049791	
-10.473076	0.333917	0.906628	-2.646575	0.067785	
-10.743002	-0.014944	0.917926	-2.667623	0.089215	
-11.010449	-0.370107	0.932795	-2.693936	0.114047	
-11.274420	-0.733294	0.951802	-2.725286	0.141866	
-11.533564	-1.106316	0.975447	-2.760866	0.171702	
-11.786126	-1.490933	1.004064	-2.799128	0.201849	
-12.029925	-1.888657	1.037705	-2.837684	0.229719	
-12.262420	-2.300479	1.075992	-2.873371	0.251763	
-12.480920	-2.726583	1.117952	-2.902551	0.263475	
-12.682959	-3.166089	1.161865	-2.921650	0.259452	
-12.866863	-3.616927	1.205107	-2.927812	0.233368	
-13.032452	-4.075908	1.244001	-2.919339	0.177611	
-13.181798	-4.538958	1.273603	-2.895418	0.082291	
-13.319944	-5.001327	1.287318	-2.854419	-0.066587	
-13.455538	-5.457329	1.276221	-2.789591	-0.289484	
-13.601202	-5.898806	1.227973	-2.679877	-0.614358	
-13.772596	-6.311047	1.125580	-2.472980	-1.069314	
-13.982217	-6.665290	0.947361	0.000000	0.000000	
