13.000000	23.000000	0.261799	2.136029	1.428741	
13.329715	23.132022	0.499923	1.074337	2.234610	
13.467452	23.244810	0.872358	-0.526222	2.412158	
13.425884	23.168252	1.274384	-1.781626	1.858471	
13.384163	22.875457	1.584129	-2.606181	0.974224	
13.425112	22.443507	1.746500	-2.856922	0.059934	
13.510685	21.975108	1.756489	-2.702588	-0.855001	
13.562077	21.528001	1.613989	-2.580962	-1.512661	
13.526568	21.100451	1.361879	-3.204299	-1.981173	
13.332334	20.605574	1.031683	-3.349627	-1.904669	
12.975114	20.179600	0.714239	-3.494322	-1.479489	
12.492716	19.855945	0.467657	-3.320353	0.190378	
12.002784	19.598683	0.499387	-1.816574	0.912369	
11.749021	19.434083	0.651448	-1.902608	3.721379	
11.570449	19.178167	1.271678	-0.135236	0.648655	
11.564983	19.156312	1.379787	0.720832	-0.641822	
11.594050	19.272822	1.272817	-4.851167	-0.774677	
11.307508	18.517373	1.143704	-3.548856	-0.608685	
11.035640	17.992367	1.042257	-3.321241	-0.351739	
10.742657	17.522814	0.983633	-3.135220	-0.226367	
10.445035	17.093357	0.945906	-2.982674	-0.166138	
10.148676	16.694263	0.918216	-2.862141	-0.134427	
9.854787	16.318535	0.895811	-2.760986	-0.125999	
9.563486	15.962323	0.874811	-2.696094	-0.107153	
9.272326	15.620073	0.856953	-2.649973	-0.085533	
8.980781	15.288315	0.842697	-2.618226	-0.063459	
8.688680	14.964131	0.832121	-2.597180	-0.041970	
8.396112	14.645111	0.825126	-2.583989	-0.020988	
8.103368	14.329242	0.821628	-2.576541	0.000493	
7.810931	14.014783	0.821710	-2.573297	0.024291	
7.519511	13.700117	0.825758	-2.573139	0.053036	
7.230143	13.383599	0.834598	-2.575271	0.090269	
6.944341	13.063386	0.849643	-2.579198	0.140570	
6.664329	12.737242	0.873071	-2.584850	0.209505	
6.393364	12.402347	0.907989	-2.590346	0.264976	
6.135310	12.056278	0.952151	-2.597239	0.299758	
5.893185	11.697508	1.002111	-2.604468	0.276669	
5.667937	11.326491	1.048222	-2.611271	0.166957	
5.455992	10.946390	1.076049	-2.640425	-0.011762	
5.246663	10.559294	1.074088	-2.752625	0.792560	
5.055278	10.142717	1.206182	-2.724132	-0.254711	
4.884425	9.722105	1.163730	-2.753981	-0.267345	
4.693372	9.304802	1.119172	-2.773573	-0.166171	
4.485895	8.891733	1.091477	-2.774329	-0.035390	
4.271444	8.482083	1.085579	-2.757707	0.065464	
4.059300	8.074356	1.096489	-2.731240	0.119837	
3.855455	7.667351	1.116462	-2.701731	0.135352	
3.662420	7.260548	1.139021	-2.673402	0.125021	
3.480186	6.853960	1.159858	-2.645891	0.098211	
3.307344	6.448268	1.176226	-2.626136	0.065490	
3.141299	6.043299	1.187141	-2.613176	0.027872	
2.979214	5.639055	1.191787	-2.608088	-0.013475	
2.817928	5.235403	1.189541	-2.611764	-0.057877	
2.654015	4.832151	1.179895	-2.625229	-0.104198	
2.483799	4.429086	1.162528	-2.653629	-0.132814	
2.303731	4.025142	1.140393	-2.688042	-0.142555	
2.111986	3.620253	1.116633	-2.770738	-0.246492	
1.900929	3.209553	1.075551	-2.797692	-0.170553	
1.673529	2.802498	1.047126	-2.873672	-0.280193	
1.424431	2.393479	1.000427	-2.940523	-0.314597	
1.149121	1.988096	0.947994	-3.030285	-0.241930	
0.846330	1.583923	0.907673	-3.112835	-0.579395	
0.507734	1.191109	0.811107	-3.193884	-0.516344	
0.124986	0.821396	0.725049	-3.214156	-0.539516	
-0.291383	0.484632	0.635130	-3.722494	-0.579991	
-0.807813	0.141243	0.538465	-3.559973	-0.610482	
-1.331772	-0.136611	0.436718	-3.527972	-0.557197	
-1.875355	-0.360235	0.343852	-3.493027	-0.452195	
-2.430321	-0.535664	0.268486	-3.447740	-0.336641	
-2.988342	-0.672477	0.212379	-3.397049	-0.233822	
-3.543981	-0.781006	0.173409	-3.346716	-0.150061	
-4.094548	-0.870367	0.148399	-3.302360	-0.089556	
-4.639479	-0.947680	0.133473	-3.265840	-0.052760	
-5.179256	-1.017742	0.124679	-3.250664	-0.015262	
-5.716913	-1.084432	0.122136	-3.251414	0.021003	
-6.254662	-1.151394	0.125636	-3.268234	0.057342	
-6.794740	-1.222231	0.135193	-3.301726	0.093944	
-7.339404	-1.300665	0.150851	-3.352286	0.128609	
-7.890831	-1.390541	0.172286	-3.425629	0.163680	
-8.451912	-1.496080	0.199566	-3.505123	0.184470	
-9.022634	-1.620674	0.230311	-3.586311	0.163369	
-9.602641	-1.765027	0.257539	-3.644655	0.044712	
-10.189468	-1.921930	0.264991	-3.636510	-0.203971	
-10.776983	-2.070692	0.230996	-3.485011	-0.753520	
-11.349244	-2.167866	0.105409	-2.996017	-1.611544	
-11.846874	-2.153488	-0.163182	-1.832181	-2.631764	
-12.127909	-2.040425	-0.601809	0.039933	-3.136607	
-12.123632	-2.045425	-1.124577	1.957415	-2.659768	
-12.051575	-2.360876	-1.567872	2.873251	-1.976700	
-12.128371	-2.831363	-1.897322	3.391067	-1.027085	
-12.354476	-3.348590	-2.068502	3.507274	-0.342745	
-12.648060	-3.853971	-2.125627	3.466801	0.094287	
-12.948573	-4.347467	-2.109912	3.376601	0.409224	
-13.220798	-4.839887	-2.041708	3.253952	0.740279	
-13.436450	-5.337117	-1.918328	3.058209	1.199829	
-13.561132	-5.830458	-1.718357	2.663664	1.859647	
-13.557855	-6.272617	-1.408416	1.855075	2.642563	
-13.443359	-6.557133	-0.967988	0.599468	3.212485	
-13.367868	-6.620755	-0.432574	-0.944066	3.134621	
-13.521155	-6.594228	0.089863	-2.019605	2.561023	
-13.839964	-6.693995	0.516700	0.000000	0.000000	
