0.824089	0.067035
0.981159	0.046999
0.891952	0.0629291
1.23577	0.0727903
1.41055	0.0581861
0.370978	0.0463006
0.812664	0.0576376
1.21088	0.0743399
1.27525	0.0904402
0.890136	0.145427
0.341967	0.143352
1.10837	0.149636
1.20844	0.157108
1.44975	0.158455
0.705454	0.147082
0.41251	0.130641
1.39714	0.142184
1.18711	0.155905
1.58083	0.17974
1.48516	0.17851
0.896271	0.196714
1.11607	0.164831
0.447383	0.184665
1.07821	0.15898
1.25401	0.250423
1.11489	0.328221
0.650415	0.412893
1.17124	0.622196
0.893475	1.18408
0.112038	0.999032
0.143034	0.852105
0.175917	0.616181
0.308027	0.523966
0.482248	0.979438
0.700344	0.89995
0.885303	0.185061
0.812745	0.332505
0.158121	0.729706
0.35994	0.942474
0.433896	0.720712
0.528438	1.70072
0.593461	0.628888
0.797606	0.637971
0.729852	0.810527
0.367578	0.319347
0.302567	0.3725
0.321446	0.354484
0.325546	0.311339
0.370901	0.239056
0.535657	0.447457
0.501069	0.244745
0.388859	0.219276
0.333527	0.348327
0.291285	0.251719
0.245985	0.277319
0.212327	0.28952
0.181537	0.5978
0.165681	0.430111
0.210881	0.56674
0.287654	0.369629
0.339377	0.447209
0.32826	0.466597
0.422953	0.599549
0.949387	1.74279
1.02198	1.32221
0.463664	0.785937
1.22598	0.610133
1.17297	0.828218
0.678103	1.5021
0.245832	2.65141
0.12062	2.34168
0.0706555	4.84464
0.0550047	3.43361
0.0699133	1.56859
0.0856682	1.98237
0.0899918	1.11636
0.080325	1.17724
0.0618915	1.17464
0.0427078	1.80934
0.0357806	2.09804
0.0477295	3.32727
0.0660813	1.72279
0.0875744	1.70101
0.101208	2.00437
0.114981	2.00302
0.130653	2.8576
0.147615	4.04136
0.173439	2.90276
0.206138	4.16412
0.24435	2.48298
0.282147	2.82597
0.311202	1.8845
0.400329	1.82508
0.886888	3.52984
1.38225	2.90985
1.7816	2.00034
2.85734	3.49503
4.74599	14.8922
8.21466	15.6875
