0.0444167	0.0530612
0.0440021	0.0559794
0.0429315	0.0586252
0.0406803	0.0610075
0.0369337	0.0632511
0.0316218	0.0657204
0.0252214	0.0692099
0.0197594	0.0750004
0.020068	0.0469874
0.0279695	0.0518438
0.0391638	0.0476845
0.0500164	0.0389696
0.0582304	0.0511442
0.0623546	0.0690541
0.0618324	0.0893426
0.0570338	0.105934
0.0490477	0.113694
0.0392975	0.110246
0.0291712	0.0974908
0.0198546	0.110882
0.0125764	0.0572391
0.00944775	0.0480589
0.0114354	0.042988
0.0154621	0.0399852
0.0196772	0.0384016
0.0237135	0.0366048
0.0275978	0.0320241
0.0314208	0.0222442
0.0352226	0.0140848
0.0389385	0.0309956
0.0423993	0.0105236
0.045378	0.0162697
0.047638	0.0238867
0.0489488	0.0328058
0.0490789	0.0239967
0.0478066	0.024647
0.0449758	0.0240243
0.0406332	0.0228692
0.0353266	0.0214087
0.0306959	0.0199427
0.0298766	0.0131188
0.0351167	0.0126775
0.0446565	0.0129201
0.0551319	0.0133827
0.0638723	0.0180668
0.0691811	0.0193918
0.0703475	0.021655
0.0675884	0.0241526
0.0617936	0.0271364
0.0541335	0.0336332
0.0456962	0.0443682
0.0372806	0.0556787
0.0293589	0.0665839
0.0221456	0.0761213
0.015714	0.084471
0.0101636	0.0926803
0.0060834	0.102041
0.00562976	0.113681
0.00875139	0.112142
0.012931	0.113691
0.0175149	0.119768
0.0224836	0.113494
0.0278921	0.135516
0.0337761	0.128979
0.0401541	0.147075
0.0470255	0.174456
0.0555161	0.185475
0.0617116	0.14577
0.0681271	0.142318
0.0749071	0.168971
0.0821913	0.21185
0.0900878	0.188416
0.0986394	0.17016
0.107783	0.23157
0.11731	0.175222
0.126843	0.119941
0.135897	0.0793452
0.144984	0.0698354
0.15474	0.0665178
0.164071	0.069012
0.172652	0.076177
0.180092	0.0850856
0.186295	0.0834797
0.19202	0.0924852
0.198326	0.091006
0.203216	0.0881789
0.198689	0.110974
0.177463	0.119875
0.151633	0.153573
0.163147	0.20911
0.230167	0.216657
0.33182	0.308965
0.465553	0.403137
0.656557	0.551572
0.964543	0.812874
1.51782	1.30045
2.58798	2.22552
4.19083	3.4521
11.3735	7.56086
